USERID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,浏览器,操作系统,屏幕宽度,审批状态,是否一次性作答完成,
	558332507964047360,	785842589818687490,唐宋,	2023-12-09 13:43:53.0,1小时25分59秒,WEB,直接访问,36.49.78.120,Chrome,Win,1270*598,手动采纳,是,
	767772447134191618,	785853381183938562,用户38143,	2023-12-09 14:32:44.0,1小时24分3秒,WEB,直接访问,120.4.188.186,Chrome,Win,1536*822,手动采纳,否,
	766337469301133313,	785854713118728193,用户37883,	2023-12-09 14:33:39.0,1小时27分34秒,WEB,直接访问,117.150.0.14,Edge,Win,1185*644,手动采纳,是,
	752227872634310658,	785858358430277633,芒种,	2023-12-09 14:55:19.0,1小时34分45秒,WEB,直接访问,113.249.158.38,Chrome,Win,1280*593,手动采纳,是,
	763753736781959170,	785873403667161090,用户36718,	2023-12-09 15:32:55.0,1小时12分35秒,WEB,直接访问,223.94.100.185,Chrome,Win,1473*684,手动采纳,是,
	634029991171981312,	785881894003937281,EIEI,	2023-12-09 15:53:16.0,59分11秒,WEB,直接访问,183.61.241.13,Chrome,Win,1600*727,手动采纳,是,
	634030798835548160,	785900487613616130,唐老鸭,	2023-12-09 17:37:36.0,1小时29分37秒,WEB,直接访问,36.134.81.212,Chrome,Win,1600*727,手动采纳,是,
	718833172124532736,	785948208647114753,紫都,	2023-12-09 20:31:18.0,1小时13分43秒,WEB,直接访问,223.85.245.115,Edge,Win,1488*790,手动采纳,是,
	718763547043037184,	785952840161042433,韩中梅,	2023-12-09 20:42:06.0,1小时6分7秒,WEB,直接访问,171.15.112.70,Chrome,Win,1920*937,手动采纳,是,
	758376715339960322,	785984815198511106,用户34296,	2023-12-09 22:44:46.0,1小时1分42秒,WEB,直接访问,116.148.184.133,Chrome,Win,1536*775,手动采纳,否,
	656564690050088960,	785993162375176194,xiaohuhh,	2023-12-09 23:37:19.0,1小时21分5秒,WEB,直接访问,42.49.69.47,Edge,Win,1528*750,手动采纳,是,
	767700606512271362,	785993907522768898,鸭鸭鸭鸭,	2023-12-09 23:27:51.0,1小时8分39秒,WEB,直接访问,123.147.252.73,Edge,Win,1528*750,手动采纳,是,
	578883788969345024,	786206035332440066,哈烟雨,	2023-12-10 13:40:52.0,1小时18分46秒,WEB,直接访问,183.210.201.253,Chrome,Win,1920*923,手动采纳,是,
	598900137913221120,	786229870748377090,哈哈嗯,	2023-12-10 14:55:37.0,58分48秒,WEB,直接访问,36.140.88.39,Chrome,Win,1513*677,手动采纳,是,
	767401496999628801,	786231332773699585,用户38054,	2023-12-10 15:08:02.0,59分29秒,WEB,直接访问,223.92.11.71,Edge,Win,1617*807,手动采纳,否,
	772063807198728193,	786247651468386306,吱呀,	2023-12-10 16:47:51.0,1小时40分22秒,WEB,直接访问,110.72.183.237,Chrome,Win,1236*576,手动采纳,是,
	776002406046765058,	786252145472184321,用户39727,	2023-12-10 17:01:09.0,1小时35分49秒,WEB,直接访问,59.173.137.8,Chrome,Win,1914*936,手动采纳,是,
	598925018256113664,	786255830394740738,真嘟嘟嘟,	2023-12-10 16:38:31.0,58分33秒,WEB,直接访问,36.98.188.218,Chrome,Win,1513*677,手动采纳,是,
	715186425389121536,	786346406284763138,彩虹小马,	2023-12-10 23:07:54.0,1小时28分,WEB,直接访问,183.165.83.19,Chrome,Win,1488*720,手动采纳,是,
	759096644204761089,	786363064680325121,山泉满天星,	2023-12-10 23:50:04.0,1小时3分58秒,WEB,直接访问,119.39.248.7,Edge,Win,1528*750,手动采纳,是,
	758958446577192962,	786663687808356353,用户34656,	2023-12-11 19:59:58.0,1小时19分18秒,WEB,直接访问,59.41.5.91,Edge,Win,1872*958,手动采纳,是,
	730025585505734658,	786947261228912641,用户29645,	2023-12-12 14:41:10.0,1小时13分42秒,WEB,直接访问,183.224.72.75,Edge,Win,1192*686,手动采纳,是,
	781830643909922818,	786976555380510721,用户40547,	2023-12-12 16:34:44.0,1小时10分51秒,WEB,直接访问,182.118.238.161,Chrome,Win,1536*715,手动采纳,是,
