USERID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,浏览器,操作系统,屏幕宽度,审批状态,是否一次性作答完成,
	557541487416442880,	777464814502154241,meimei_o,	2023-11-16 11:00:47.0,1小时33分11秒,WEB,直接访问,27.190.99.39,Chrome,Win,1707*786,手动采纳,是,
	598932304420667392,	777471071044640770,哈哈哈55223,	2023-11-16 10:51:58.0,59分30秒,WEB,直接访问,36.134.127.165,Chrome,Win,1600*734,手动采纳,是,
	730010828753080322,	777484725882331138,岸西,	2023-11-16 12:01:09.0,1小时14分17秒,WEB,直接访问,58.221.59.68,Chrome,Win,1280*657,手动采纳,否,
	590502391271391232,	777536494264127490,落花殇,	2023-11-16 15:36:23.0,1小时23分57秒,WEB,直接访问,116.181.10.215,Chrome,Win,1707*786,手动采纳,是,
	634787525419859968,	777552988125405186,苦gua,	2023-11-16 16:36:03.0,1小时18分4秒,WEB,直接访问,219.151.28.153,Chrome,Win,1600*727,手动采纳,是,
	729745091731918850,	777565431727792130,累萝,	2023-11-16 17:20:31.0,1小时13分6秒,WEB,直接访问,36.137.159.85,Edge,Win,1360*657,手动采纳,是,
	734083981330616322,	777570303537717249,kingsz,	2023-11-16 18:11:29.0,1小时44分42秒,WEB,直接访问,36.148.138.221,Chrome,Win,1536*707,手动采纳,是,
	768419588089319425,	777601184457433089,涵熙,	2023-11-16 19:41:21.0,1小时11分52秒,WEB,直接访问,124.236.97.171,Chrome,Win,1366*657,手动采纳,是,
	598907506583928832,	777601899443785729,清尘,	2023-11-16 19:26:30.0,54分9秒,WEB,直接访问,221.192.179.75,Chrome,Win,1517*687,手动采纳,是,
	634785034254942208,	777626272984604673,繁星点点,	2023-11-16 21:38:34.0,1小时29分23秒,WEB,直接访问,36.133.43.95,Chrome,Win,1600*727,手动采纳,是,
	631127599740878848,	777822507104346114,为谁流眼泪,	2023-11-17 10:05:17.0,56分19秒,WEB,直接访问,36.133.195.82,Chrome,Win,1517*687,手动采纳,是,
	634785170985058304,	777855748435873794,虎鲸,	2023-11-17 12:46:39.0,1小时25分37秒,WEB,直接访问,222.186.57.63,Chrome,Win,1600*727,手动采纳,是,
	774306025401749506,	777906745963061250,你工人爷爷来啦,	2023-11-17 15:58:16.0,1小时14分35秒,WEB,直接访问,39.176.195.125,Edge,Win,1482*792,手动采纳,是,
	634786876431007744,	777969975926333442,卡布奇洛,	2023-11-17 20:21:59.0,1小时27分2秒,WEB,直接访问,36.133.43.95,Chrome,Win,1600*727,手动采纳,是,
	718788150628974592,	778024726021939202,若水,	2023-11-17 23:49:02.0,1小时16分31秒,WEB,直接访问,220.202.148.233,Edge,Win,1528*750,手动采纳,是,
	609032333906935808,	778354132431020034,王得鱼,	2023-11-18 21:40:37.0,1小时19分10秒,WEB,直接访问,124.232.18.249,Chrome,Win,1530*720,手动采纳,是,
	622124635634270208,	778375856711147522,wahh,	2023-11-18 23:09:01.0,1小时21分14秒,WEB,直接访问,119.39.248.82,Chrome,Win,1536*731,手动采纳,是,
