USERID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,浏览器,操作系统,屏幕宽度,审批状态,是否一次性作答完成,
	598897916660154368,	793071618745438209,蹦下卡啦卡,	2023-12-29 12:07:29.0,1小时4分,WEB,直接访问,119.188.112.218,Chrome,Win,1530*720,手动采纳,是,
	598908778728914944,	793096618588119041,清晨露水,	2023-12-29 14:00:51.0,1小时18分2秒,WEB,直接访问,36.138.235.64,Chrome,Win,1536*703,手动采纳,是,
	718769387863015424,	793102922715111426,海海,	2023-12-29 14:05:58.0,58分6秒,WEB,直接访问,112.97.80.119,Chrome,Win,2560*1313,手动采纳,是,
	745687953166307329,	793110329553985537,沐风风,	2023-12-29 14:52:43.0,1小时15分24秒,WEB,直接访问,218.28.159.170,Edge,Win,1488*790,手动采纳,是,
	732625560492314625,	793113006895669250,樱花味,	2023-12-29 14:34:54.0,46分58秒,WEB,直接访问,182.125.99.204,Chrome,Win,1920*919,手动采纳,是,
	767404514553892865,	793115328652775426,用户38058,	2023-12-29 15:09:58.0,1小时50秒,WEB,直接访问,183.219.49.79,Chrome,Win,1024*533,手动采纳,否,
	602287984867278848,	793122129028845570,相思,	2023-12-29 15:35:31.0,1小时11分19秒,WEB,直接访问,139.214.193.42,Edge,Win,1528*750,手动采纳,是,
	738059457485082626,	793155722123939841,呜呼哉,	2023-12-29 17:43:44.0,1小时6分3秒,WEB,直接访问,61.161.6.239,Chrome,Win,1536*738,手动采纳,是,
	718768648436580352,	793203649126998018,扶南,	2023-12-29 20:35:42.0,47分35秒,WEB,直接访问,183.47.127.23,Chrome,Win,1920*937,手动采纳,是,
	789938022656385026,	793205306598498306,用户42041,	2023-12-29 21:03:45.0,1小时8分55秒,WEB,直接访问,223.104.145.15,Chrome,Win,1643*820,手动采纳,否,
	781469725959131138,	793209187902689281,用户40498,	2023-12-29 21:26:24.0,1小时16分17秒,WEB,直接访问,39.144.177.226,Edge,Win,1232*582,手动采纳,是,
	718769387863015424,	793215579111821314,海海,	2023-12-29 21:35:34.0,1小时3秒,WEB,直接访问,112.97.85.252,Chrome,Win,2560*1313,手动采纳,是,
	789416392486293505,	793225143701999618,用户41864,	2023-12-29 22:12:11.0,58分39秒,WEB,直接访问,124.126.98.185,Chrome,Win,1920*859,手动采纳,是,
	753301347197259777,	793229941667008513,用户33480,	2023-12-29 22:38:01.0,1小时5分25秒,WEB,直接访问,117.132.58.81,Chrome,Win,1760*828,手动采纳,是,
	756877432623206401,	793231923458871297,哈哈嗝,	2023-12-29 22:44:30.0,1小时4分2秒,WEB,直接访问,125.43.76.60,Firefox,Win,1536*750,手动采纳,是,
	786940746056998913,	793242214502375425,用户41355,	2023-12-29 23:17:01.0,55分39秒,WEB,直接访问,117.61.108.70,Edge,Win,1528*708,手动采纳,是,
	787033502335111170,	793266189651677186,用户41397,	2023-12-30 00:46:09.0,49分31秒,WEB,直接访问,223.104.65.77,Firefox,Win,1280*587,手动采纳,是,
	767677115188645890,	793461482145849345,王雨38109,	2023-12-30 13:53:30.0,1小时50秒,WEB,直接访问,115.156.141.122,Edge,Win,1392*744,手动采纳,是,
	787084202704248834,	793466966299119617,用户41428,	2023-12-30 14:28:59.0,1小时14分32秒,WEB,直接访问,36.60.82.100,Edge,Win,1528*742,手动采纳,是,
	766374165644316674,	793481120300802050,林星,	2023-12-30 15:16:23.0,1小时5分42秒,WEB,直接访问,183.216.105.170,Edge,Win,1433*696,手动采纳,是,
	776085809274294274,	793567991106248706,用户39746,	2023-12-30 21:10:14.0,1小时14分20秒,WEB,直接访问,101.30.71.233,Chrome,Win,1920*933,手动采纳,是,
	653013422224441344,	793576534848970754,王2404,	2023-12-30 21:36:58.0,1小时6分19秒,WEB,直接访问,223.89.108.16,Chrome,Win,1646*940,手动采纳,否,
	768791430436229121,	793814993002041345,陈秋水,	2023-12-31 13:17:37.0,1小时13秒,WEB,直接访问,110.82.230.68,Edge,Win,1872*958,手动采纳,是,
