USERID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,浏览器,操作系统,屏幕宽度,审批状态,是否一次性作答完成,
	767506261507051521,	788347969245286401,疯狂假期,	2023-12-16 11:21:21.0,1小时7分58秒,WEB,直接访问,61.138.177.24,Edge,Win,1528*708,手动采纳,是,
	598856622046969856,	788351749869277186,爱购i,	2023-12-16 11:29:38.0,1小时1分13秒,WEB,直接访问,106.6.191.78,Edge,Win,1528*750,手动采纳,是,
	656295428198760448,	788376491141632002,董小姐,	2023-12-16 13:16:37.0,1小时9分54秒,WEB,直接访问,211.90.235.71,Chrome,Win,1536*695,手动采纳,否,
	598842647070638080,	788390787774816257,花开花落,	2023-12-16 14:13:19.0,1小时9分47秒,WEB,直接访问,36.137.135.198,Chrome,Win,1536*715,手动采纳,是,
	787037378752811010,	788391828469846017,子晞,	2023-12-16 13:59:56.0,52分16秒,WEB,直接访问,36.137.59.62,Chrome,Win,1366*657,手动采纳,是,
	776797303246950402,	788397718249934849,用户39817,	2023-12-16 14:44:48.0,1小时13分43秒,WEB,直接访问,182.90.246.41,Chrome,Win,1360*624,手动采纳,是,
	687758948400365568,	788430518868910081,依凡,	2023-12-16 16:42:23.0,1小时59秒,WEB,直接访问,39.162.155.101,Chrome,Win,1422*639,手动采纳,是,
	688779620236918784,	788431671153270786,高学成,	2023-12-16 16:43:06.0,57分6秒,WEB,直接访问,183.48.46.183,Edge,Mac,1232*616,手动采纳,是,
	769979838697312258,	788431712500719618,桔子1314,	2023-12-16 16:42:05.0,55分56秒,WEB,直接访问,120.230.27.87,Chrome,Win,1280*551,手动采纳,是,
	634031410327322624,	788515597368565761,柠檬益力多,	2023-12-16 22:20:18.0,1小时49秒,WEB,直接访问,183.234.97.190,Chrome,Win,1600*712,手动采纳,是,
	781990149121904642,	788708264832540673,用户40583,	2023-12-17 11:06:47.0,1小时1分43秒,WEB,直接访问,117.150.6.201,Chrome,Win,1384*632,手动采纳,是,
	595169798766198784,	788731935655727105,毛毛虫,	2023-12-17 12:32:53.0,53分45秒,WEB,直接访问,120.204.203.31,Chrome,Win,1600*712,手动采纳,是,
	777098957192171521,	788797004309471233,鸭,	2023-12-17 17:02:27.0,1小时4分46秒,WEB,直接访问,218.199.207.103,Edge,Win,1393*839,手动采纳,是,
	767402290373201922,	788867845768486914,童岚芬,	2023-12-17 21:41:56.0,1小时2分45秒,WEB,直接访问,140.237.133.56,Edge,Win,1872*958,手动采纳,是,
	786688590502694913,	789078104135176194,大橙子3686,	2023-12-18 11:39:17.0,1小时4分37秒,WEB,直接访问,61.169.68.226,Edge,Win,1392*778,手动采纳,是,
	763441743210483714,	789097013076824065,用户36478,	2023-12-18 12:40:37.0,50分47秒,WEB,直接访问,202.96.15.252,Edge,Win,1872*966,手动采纳,是,
	746306344851869697,	789100252899840002,用户32377,	2023-12-18 12:52:35.0,47分15秒,WEB,直接访问,183.199.134.128,Edge,Win,1488*750,手动采纳,否,
