USERID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,浏览器,操作系统,屏幕宽度,审批状态,是否一次性作答完成,
	790906536061968385,	799018152620072962,用户42395,	2024-01-14 21:08:02.0,15分10秒,WEB,直接访问,112.36.235.102,Edge,Win,1488*742,手动采纳,是,
	781446825898151937,	799018299714441217,用户40476,	2024-01-14 21:04:07.0,10分40秒,WEB,直接访问,58.255.236.16,Chrome,Win,1600*910,手动采纳,是,
	726773976101027840,	799018370887458818,烟鱼,	2024-01-14 21:00:34.0,6分49秒,WEB,直接访问,223.96.177.236,Chrome,Win,1457*781,手动采纳,是,
	730803699089412097,	799018610738860034,记得带耳机哦,	2024-01-14 21:01:20.0,6分39秒,WEB,直接访问,182.46.224.59,Chrome,Win,1536*783,手动采纳,是,
	656853379439394816,	799019031637139458,Kaoru,	2024-01-14 21:11:19.0,14分57秒,WEB,直接访问,183.156.252.58,Chrome,Win,1280*632,手动采纳,是,
	789065248304009217,	799019874839171074,用户41804,	2024-01-14 21:04:43.0,5分,WEB,直接访问,223.198.175.54,Chrome,Win,1280*593,手动采纳,是,
	775465718602010626,	799019920552763394,用户39626,	2024-01-14 21:13:31.0,13分36秒,WEB,直接访问,223.89.194.63,Chrome,Win,1707*978,手动采纳,是,
	726468431867543552,	799020133032136705,林佳音,	2024-01-14 21:07:47.0,7分2秒,WEB,直接访问,123.101.227.74,Chrome,Win,1920*875,手动采纳,是,
	781446149684072450,	799021104541995009,用户40475,	2024-01-14 21:10:13.0,5分37秒,WEB,直接访问,117.159.38.134,Chrome,Win,1707*978,手动采纳,是,
	790000811211104258,	799021628498518017,用户42088,	2024-01-14 21:12:22.0,5分40秒,WEB,直接访问,117.136.72.101,Chrome,Win,1142*548,手动采纳,是,
	781449352643350529,	799021876931465217,用户40486,	2024-01-14 21:17:45.0,10分4秒,WEB,直接访问,117.151.96.171,Chrome,Win,1280*649,手动采纳,是,
	682883457575026688,	799022126878302209,xu1,	2024-01-14 21:18:02.0,9分21秒,WEB,直接访问,119.186.180.104,Chrome,Win,1536*730,手动采纳,是,
	785991402927689730,	799022496761516033,用户41172,	2024-01-14 21:15:05.0,4分57秒,WEB,直接访问,120.231.44.220,Chrome,Win,1280*710,手动采纳,是,
	781451640430661634,	799023299786055681,用户40491,	2024-01-14 21:20:34.0,7分15秒,WEB,直接访问,182.116.246.240,Edge,Win,1488*716,手动采纳,是,
	775504684868964354,	799023509719486465,用户39650,	2024-01-14 21:20:22.0,6分13秒,WEB,直接访问,120.229.141.203,Chrome,Win,1536*794,手动采纳,是,
	652595581352411136,	799024760423190530,星泽,	2024-01-14 21:28:52.0,9分44秒,WEB,直接访问,171.113.130.54,Edge,Win,1232*678,手动采纳,是,
	799024676910276609,	799024878903762945,用户43437,	2024-01-14 21:24:42.0,5分5秒,WEB,直接访问,110.180.54.171,Chrome,Win,1536*783,手动采纳,是,
	783430447135985666,	799025363559911425,用户40806,	2024-01-14 21:29:01.0,7分30秒,WEB,直接访问,124.126.98.124,Edge,Win,1659*945,手动采纳,是,
	755771917948162049,	799025676702453762,用户33818,	2024-01-14 21:31:59.0,9分12秒,WEB,直接访问,106.6.216.163,Firefox,Win,1366*615,手动采纳,是,
	763057696781111297,	799035145368772609,用户36033,	2024-01-14 22:10:02.0,9分38秒,WEB,直接访问,112.48.9.190,Chrome,Win,1532*752,手动采纳,是,
	792727076854702082,	799038515689168897,用户42776,	2024-01-14 22:24:32.0,10分45秒,WEB,直接访问,223.74.224.194,Chrome,Win,704*864,手动采纳,是,
	741960766508503041,	799038699320119297,iu,	2024-01-14 22:47:02.0,14分6秒,WEB,直接访问,223.88.138.59,,Mac,393*374,手动采纳,否,
	763058298605015041,	799038963783442434,用户36040,	2024-01-14 22:41:36.0,20分1秒,WEB,直接访问,117.61.6.173,,Mac,390*341,手动采纳,否,
	657683860254883840,	799039183506378754,655,	2024-01-14 22:23:51.0,7分24秒,WEB,直接访问,111.30.198.16,Chrome,Win,1142*548,手动采纳,是,
	657655295870238720,	799039941932883969,麻瓜,	2024-01-14 22:23:08.0,3分40秒,WEB,直接访问,120.226.201.140,Chrome,Win,1138*580,手动采纳,是,
	730803764885458946,	799040308435361793,用户29913,	2024-01-14 22:26:16.0,5分21秒,WEB,直接访问,183.148.88.238,Chrome,Win,1536*783,手动采纳,是,
	763058594613825537,	799040578611580929,用户36045,	2024-01-14 22:34:05.0,12分6秒,WEB,直接访问,223.74.80.223,Chrome,Win,1536*707,手动采纳,是,
	786950840366800897,	799041467527204866,用户41360,	2024-01-14 22:41:02.0,15分31秒,WEB,直接访问,112.12.210.53,Chrome,Win,1318*597,手动采纳,是,
	781518061500108802,	799041792749215745,好柿花生,	2024-01-14 22:34:21.0,7分32秒,WEB,直接访问,58.100.88.22,Edge,Win,1232*606,手动采纳,是,
	771420253753446401,	799042663688179713,用户38919,	2024-01-14 22:37:02.0,6分46秒,WEB,直接访问,175.13.216.55,Edge,Win,1488*742,手动采纳,是,
	788109793779916801,	799043012352155650,用户41652,	2024-01-14 22:43:25.0,11分46秒,WEB,直接访问,113.13.129.91,Chrome,Win,1536*794,手动采纳,是,
	799043796162715650,	799044640295755777,用户43442,	2024-01-14 22:47:10.0,9分2秒,WEB,直接访问,153.3.68.148,Chrome,Win,1536*783,手动采纳,是,
	799043749912125442,	799044695950102529,用户43441,	2024-01-14 22:44:44.0,6分23秒,WEB,直接访问,153.3.68.18,Edge,Win,1293*618,手动采纳,是,
	787289814096678914,	799044928033398786,用户41484,	2024-01-14 22:45:34.0,6分18秒,WEB,直接访问,118.212.198.135,Chrome,Mac,920*757,手动采纳,是,
	763057227551739906,	799046799468929025,用户36022,	2024-01-14 22:58:39.0,11分56秒,WEB,直接访问,183.226.24.178,Chrome,Win,1366*687,手动采纳,是,
	798982829940809730,	799047256308453378,用户43422,	2024-01-14 22:55:40.0,7分9秒,WEB,直接访问,60.5.223.83,Chrome,Win,1707*1025,手动采纳,是,
	781502952228786178,	799051208538198018,用户40507,	2024-01-14 23:08:16.0,4分2秒,WEB,直接访问,106.224.178.91,Chrome,Mac,920*757,手动采纳,是,
	796896336996868097,	799052807859740674,用户43188,	2024-01-14 23:20:39.0,10分3秒,WEB,直接访问,112.96.173.34,Chrome,Win,1322*634,手动采纳,是,
	781945721594318849,	799053103969214465,用户40576,	2024-01-14 23:19:42.0,7分57秒,WEB,直接访问,218.12.19.87,Chrome,Win,1707*978,手动采纳,是,
	637466695379714048,	799064359816138754,王文华,	2024-01-15 00:01:35.0,5分6秒,WEB,直接访问,223.73.181.15,Chrome,Win,636*690,手动采纳,是,
	783420776295698434,	799209338278514689,用户40741,	2024-01-15 09:41:35.0,9分,WEB,直接访问,117.26.53.225,Chrome,Win,1141*872,手动采纳,是,
	715305063697874944,	799216899081773058,旭子呀,	2024-01-15 10:11:59.0,9分21秒,WEB,直接访问,183.197.227.97,Chrome,Win,1536*775,手动采纳,是,
